Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Extracellular matrix	29	4.113475177304964	7.662921712317398E-8	P27658, P05997, P20908, P39060, P41221, Q92626, Q99715, P02462, Q9BY76, F5H7V9, C9J4I9, P58397, P11047, Q9BUD6, Q02388, P25940, P12110, P12111, P08572, P35556, P35555, Q15582, P24821, P12109, Q9UNA0, O95631, P21810, Q15063, P13611, P01137, P03956	705	258	20581	3.2813733575237776	3.0651218249411194E-5	6.130318811026214E-6	1.0688283066384585E-4
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	15	2.127659574468085	8.335462709552691E-8	P56181, Q9P032, P51970, Q9NX14, O00217, Q8N183, P17568, O95168, O95299, Q15070, Q16718, P03891, O75380, O95182, O43920	644	63	16792	6.208222419402543	2.541159756527245E-4	8.47125012227723E-5	1.5036515095268044E-4
GOTERM_CC_DIRECT	GO:0005615~extracellular space	90	12.76595744680851	8.569088887056846E-8	Q16270, P16278, Q8IXL6, P01033, Q86VR8, Q99985, P37840, P15309, P20809, Q99988, Q92626, Q99715, P07686, P09038, P15514, F5H7V9, Q03169, P05120, O00300, P42830, P25774, Q02388, P12111, Q9H1B7, P05362, O75326, P19440, Q99470, P06744, P17948, P15018, Q9Y240, Q96ER3, P13693, P24821, O60687, P55290, P52823, P15121, O95150, Q15063, Q9H501, P00749, P01037, P13611, P01137, P01034, P01584, P09341, Q8N6Y2, P98066, P39060, P41221, P07711, P05231, Q9BY76, P43490, P00750, Q01459, O00754, Q16706, P14210, Q9UBR2, C9J4I9, P18065, P13726, P09104, P11047, P12643, Q9BUD6, Q5T0S4, Q13219, P12110, P22692, P50452, P04062, P07858, Q9NZU0, P78556, Q96LT7, O95390, O00592, P35555, Q15582, P48594, Q9UNA0, P26022, P01583, P07093, Q14563, Q99584, P10145	682	1347	18224	1.7853947187951067	3.967409618998996E-5	3.967409618998996E-5	1.2206392868696625E-4
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	89	12.624113475177303	9.996879693573818E-8	P49748, Q96CM3, Q99417, Q9Y3E5, P37840, Q9H0P0, Q9GZT3, Q8N183, P17900, Q9HC96, Q6MZQ0, O95168, Q8NC60, Q15070, Q9H015, Q9C002, P55211, Q8NBU5, O75460, Q6W2J9, P08574, Q9HAV7, Q9NRP2, Q9NX14, P40337, P51970, O00217, Q07820, Q7L0Y3, Q8WVM0, Q9UKU7, P04637, O75896, Q9ULX9, Q9Y5J7, P13498, Q9NUL7, Q16143, P60484, Q9NZ45, Q5SXM8, O00411, Q03393, A0PJW6, Q96TA2, Q14410, Q9Y6G3, Q96QE5, Q96A26, Q9BRX8, Q86U90, Q9H078, Q9BV23, P17302, O00165, P0C7P0, O43920, O95182, P56181, Q96EB6, Q12849, O60220, Q9P032, Q7L8L6, P35613, P07858, Q7L2E3, Q9HD23, Q9Y5L4, Q96SZ6, Q9HC21, P99999, P17568, O43819, Q9H9B4, Q969G6, O75608, Q9UMS0, Q16719, Q6IN84, Q7KZI7, Q7LG56, P32189, P03891, A4D1E9, P10109, O15446, C9JRZ8, P21399	682	1331	18224	1.7867808253887119	4.628448412180575E-5	2.3142509848805837E-5	1.4240233832119031E-4
GOTERM_CC_DIRECT	GO:0005747~mitochondrial respiratory chain complex I	13	1.8439716312056738	1.7446849630384686E-7	P56181, P37840, P51970, Q9NX14, O00217, P17568, O95168, O95299, Q16718, P03891, O75380, O43920, O95182	682	49	18224	7.089353043270094	8.077565831221545E-5	2.6925944437317106E-5	2.4852464319824463E-4
GOTERM_MF_DIRECT	GO:0008137~NADH dehydrogenase (ubiquinone) activity	13	1.8439716312056738	1.7823942162626252E-7	P56181, P17568, O95168, O95299, P51970, Q16718, O00217, P03891, Q9C002, O75380, Q8N183, O95182, O43920	648	48	16881	7.05545910493827	1.5559092345873715E-4	1.5559092345873715E-4	2.767357071387089E-4
BIOGRID_INTERACTION	55967:NDUFA12~NADH:ubiquinone oxidoreductase subunit A12	12	1.702127659574468	2.4177799933107837E-7	O95299, P08574, Q8N4V1, P14927, P51970, P54709, Q9Y3E0, Q9NZ45, O00217, Q9C002, O43920, P05026	669	38	16152	7.62426244984659	0.0045071926674978835	0.0045071926674978835	5.239240197130179E-4
INTACT	4695:NADH:ubiquinone oxidoreductase subunit A2(NDUFA2)	12	1.702127659574468	2.542099810681952E-7	P56181, P17568, O95299, Q8N4V1, P51970, Q9NX14, Q16718, Q9Y3E0, O00217, O75380, O95182, O43920	603	37	14039	7.55089417775985	0.0013200032577839194	0.0013200032577839194	4.857334349184228E-4
REACTOME_PATHWAY	R-HSA-1442490:R-HSA-1442490	15	2.127659574468085	3.029195681264194E-7	Q02388, P27658, P25940, P05997, P12110, P20908, P12111, P08572, P39060, P07858, P07711, Q99715, P02462, P12109, P03956	383	64	9075	5.553402415143603	1.935469007121604E-4	4.839023748737237E-5	4.5124308510891E-4
REACTOME_PATHWAY	R-HSA-6799198:R-HSA-6799198	14	1.9858156028368796	3.084696720698687E-7	P56181, Q9P032, P51970, Q9NX14, O00217, Q8N183, P17568, O95168, O95299, Q16718, P03891, O75380, O95182, O43920	383	55	9075	6.031331592689296	1.9709272550372248E-4	3.9421653111659793E-5	4.595107604865589E-4
UP_KEYWORDS	Hydrolase	97	13.75886524822695	3.122187603701173E-7	P17275, P16278, G8JLL2, Q9Y3E5, Q9NP80, Q9HCG7, Q9H0P0, P07738, Q9HC96, P17900, Q16828, O14981, Q92539, Q01432, P55210, Q8NBU5, P25774, P55211, P10619, Q86V40, Q9NV23, O60906, P17844, Q9BZQ6, Q70EL2, P47712, Q8N1G1, Q96AD5, Q9NUL7, Q8IUS5, Q96DC9, Q92889, P54132, Q99538, Q9H078, Q8TF42, O00754, Q16706, Q9BV23, Q9UBR2, P22304, Q5T0S4, Q13219, P04062, Q7L2E3, Q9UNA0, O75608, Q16719, Q92611, P03956, O60658, O75317, Q99519, P15309, Q8IU60, P07686, O15355, Q16775, P27487, P05023, Q9H013, Q8WTS1, O75460, Q5TFE4, P19440, Q05209, Q9H9L3, Q8N9F7, Q13393, Q8NHQ9, Q8TCT9, P00749, P60484, Q9NQ88, Q96TA2, A6NDG6, Q8WUJ0, P21589, O95677, O95084, P07711, Q96FZ2, P00750, Q01459, Q9BQK8, O95372, P58397, P29372, Q96CC6, P06280, Q96EB6, Q9NR30, P07858, Q9UNW1, Q9NXJ5, Q9UJV9, Q9UKK9	705	1671	20581	1.6946212188734822	1.2487972553432147E-4	2.0814370654043124E-5	4.3548368718893116E-4
UP_TISSUE	Liver	126	17.872340425531917	3.8269145348638514E-7	P16278, Q7Z589, E7EVY3, Q5JTV8, P78417, Q9HCG7, P04732, Q99715, Q3T8J9, Q16828, O76054, O14981, Q9Y496, P55211, P10619, Q6W2J9, P35869, P12111, Q6ULP2, P05362, P30533, Q9BZQ6, Q7L0Y3, P55290, P56199, P61960, Q15063, O15118, O00411, Q03393, Q9Y6G3, Q14978, O00469, Q70UQ0, Q99538, P48681, Q8TF42, P00491, O00754, Q16706, P17301, P30046, Q9UBR2, O75787, O94766, P22304, Q96QR8, Q5T0S4, P08754, P25940, O15539, P35613, P04062, P32004, P78556, Q15582, P20810, O95631, Q9UNA0, Q16719, P21810, Q9UER7, P32189, P49748, Q9NTN3, Q8IXL6, O60658, Q99519, P28290, Q92626, P07686, Q16775, F5H7V9, P27487, Q92968, O15264, P05026, P49757, O75460, Q9NVU0, Q9Y282, O95749, Q9NPH3, Q96T58, P19440, Q8N2K1, Q12766, P05106, Q96ER3, P13693, P24821, A0A1B0GTB0, O43734, Q8TCT9, O76003, Q96RQ9, P21589, P51946, P30520, P07711, Q9UEE5, O95477, Q01459, P00750, P14210, C9J4I9, P29372, P28845, P11047, P06280, O43768, P27701, P12110, Q06203, O94923, P07858, O00592, P17096, P43307, P35556, P35555, Q9HC21, Q93083, O60763, P12109, Q3B7T1, Q96JP5, P80297, O43852, O43493	690	2222	18912	1.5542284663248933	1.0064280670896153E-4	5.0322669539970555E-5	5.011148919487063E-4
GOTERM_CC_DIRECT	GO:0043202~lysosomal lumen	16	2.269503546099291	5.254968311727527E-7	P16278, P10619, G8JLL2, Q99519, P04062, P07711, Q99538, P07686, P17900, O00754, P21810, P22304, P06280, P25774, P13611, Q5T0S4	682	85	18224	5.029912023460411	2.4327550047076318E-4	6.082442430854762E-5	7.485512377836123E-4
UP_SEQ_FEATURE	mutagenesis site	120	17.02127659574468	5.475424988338487E-7	Q8N4A0, P24385, Q7Z589, G8JLL2, O95391, Q9H0P0, P61081, Q92466, P15153, O43293, P38936, P55210, Q96SB4, P10619, Q6W2J9, P35869, Q9H1B7, P40337, P30533, Q8N2W9, Q07820, P47712, Q5TCZ1, Q96AD5, Q6S5L8, P61960, O15118, Q9NZ45, O60603, Q03393, P41229, Q96DC9, P11387, Q9NWQ8, Q99538, P05231, Q8WWN8, Q13315, O43432, Q9Y243, P43490, P17301, Q86UA6, O94766, Q9HD26, Q9BRA2, Q9P032, P04062, Q9BXI6, P24941, B2WTI3, Q9UER7, Q96AQ6, C9JRZ8, P01112, Q92963, O60658, O75317, P01033, Q9Y6M7, Q99519, P09086, P37840, P49366, Q16769, Q9Y6E0, O94992, Q8IU60, Q9GZT3, O95835, P27487, O95832, O00300, Q9H5V8, O15264, O75460, P19440, P17948, P06744, A0A0U1RQK7, Q8WVM0, P04637, P13498, Q9Y6Y0, P15121, Q8TCT9, Q8WUM9, P60484, P00749, Q9NQ88, P01034, P51946, O60563, Q9UQB8, Q92844, Q9NWM0, Q9Y4C5, Q9UEE5, O00327, Q9NYV6, Q8NBJ7, Q00653, P14210, P62877, Q96CC6, Q5C9Z4, P28845, Q9BUD6, Q96EB6, Q8IYW5, P17096, Q9NZI8, P15531, O60763, P03372, Q16763, Q9UNW1, Q7KZI7, Q8N4X5, P21399, O43493	701	2191	20063	1.567533112701357	0.0010611218074745299	0.0010611218074745299	9.379920256402663E-4
INTACT	4722:NADH:ubiquinone oxidoreductase core subunit S3(NDUFS3)	13	1.8439716312056738	5.851229594983167E-7	P56181, P51970, Q9NX14, O00217, P17568, O95168, Q16659, Q8NC60, Q16718, Q9Y3E0, O75380, O43920, O95182	603	48	14039	6.305521006080707	0.003035682756026725	0.0015189950509958416	0.0011180242895370007
GAD_DISEASE	prostate cancer	46	6.524822695035461	5.916133167922005E-7	P24462, P24385, P37059, Q92889, P39060, P78417, Q99988, P05231, Q8N183, Q13315, O00327, O76054, P17301, P14210, Q9UMF0, O00300, P38936, O75380, P55211, O43920, P56181, P08476, Q9NYI0, P08572, P14927, P05362, P35354, P07858, O00592, P05106, P04637, Q96G01, P03372, Q01201, O95299, P01583, Q9P287, Q16718, P00749, O60603, P60484, P03891, P10145, P01137, P03956, P01584	523	510	12971	2.2369662205226257	0.0017083021791778341	0.0017083021791778341	0.001060864965074515
INTACT	126328:NADH:ubiquinone oxidoreductase subunit A11(NDUFA11)	12	1.702127659574468	6.112260825958923E-7	P56181, O95168, Q96TA2, O95299, P14927, P51970, Q9NX14, Q16718, O00217, P03891, O75380, O43920	603	40	14039	6.984577114427861	0.0031708937597074716	0.0010580837328988402	0.0011679005825326882
INTACT	4700:NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)	13	1.8439716312056738	7.450212061916763E-7	P56181, P51970, Q9NX14, O00217, P17568, O95168, O95299, Q16718, Q9Y3E0, P03891, O75380, O43920, O95182	603	49	14039	6.176836903915794	0.0038636484584898545	9.6731475648415E-4	0.0014235479659507888
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	31	4.397163120567376	7.646280720420767E-7	P27658, Q16270, P05997, P20908, P39060, Q92626, Q99715, P02462, P48681, P00750, F5H7V9, C9J4I9, P58397, P13726, P11047, Q02388, P12110, P12111, P08572, P17844, P35556, P35555, Q15582, P24821, P48307, P12109, M0QZM1, P21810, Q15063, P07093, P13611, P01137, P03956	682	296	18224	2.7985257985257985	3.5396027399736685E-4	7.080207995868726E-5	0.0010891833203574564
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	24	3.404255319148936	8.603982531582998E-7	P27658, Q02388, P25940, P05997, P12110, P12111, P20908, P08572, Q9NWM8, P35354, P39060, P41221, Q99715, Q9BZQ6, Q9NYU1, P02462, P13667, Q8NBJ7, P12109, Q9UNA0, Q9UBR2, Q9UNW1, Q9UBS3, Q7Z4N8	682	192	18224	3.3401759530791795	3.982852259805103E-4	6.639188972890064E-5	0.0012256034876534372
INTACT	26123:tectonic family member 3(TCTN3)	34	4.822695035460993	9.705652238655404E-7	O15258, Q9UM00, Q5JTV8, O15155, Q70UQ0, A5PLL7, P13667, Q96LT4, Q5UCC4, Q5T9L3, Q9UNL2, O75787, Q9Y3E0, P05023, Q8NHP6, Q6NTF9, Q8N5K1, Q9BW60, Q9Y282, Q9Y394, P30533, A0A087WV88, Q92685, O00217, P43307, Q9C0D9, Q96GC9, Q8N4V1, A0PK00, Q86YB8, A0A1B0GTB0, Q16718, Q8TCT9, O43852, H3BUX2	603	305	14039	2.5953619878748335	0.005030364475963389	0.0010081033921082172	0.0018545020161075954
GAD_DISEASE	Colorectal Cancer	40	5.673758865248227	1.3922712604767276E-6	P24385, P37059, Q92889, P51946, P54132, Q99988, P05231, Q13315, Q9HC96, P17301, Q9H015, P38936, P42830, P55210, P12643, P55211, P08476, P35869, P43146, P05362, P35354, P07858, P17948, P05106, P15531, P04637, P03372, P13498, P01583, Q7LG56, P00749, O60603, P60484, P03891, P10145, O15446, P01137, P03956, P01112, P01584	523	426	12971	2.3287462185477428	0.004015582643049687	0.0020098109916358853	0.002496566166920733
GOTERM_BP_DIRECT	GO:0006120~mitochondrial electron transport, NADH to ubiquinone	12	1.702127659574468	1.8415553181215848E-6	P56181, P17568, O95168, O95299, P51970, Q9NX14, Q16718, O00217, P03891, O75380, O95182, O43920	644	49	16792	6.385600202814045	0.00559917320519665	0.0014027420700849502	0.003321970300784738
REACTOME_PATHWAY	R-HSA-611105:R-HSA-611105	16	2.269503546099291	2.1287598668227355E-6	P56181, P08574, P14927, P51970, Q9NX14, O00217, P99999, P17568, O95168, O95299, O43819, Q16718, P03891, O75380, O95182, O43920	383	85	9075	4.460144371064353	0.0013593542426316718	2.2668746963794284E-4	0.003171059530804321
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease (NAFLD)	22	3.120567375886525	2.2635561093835574E-6	P56181, O75460, P08574, P14927, P51970, Q9NX14, O00217, P05231, P99999, P17568, Q9Y243, O95168, O95299, P01583, Q16718, P10145, P55210, O75380, O95182, O43920, P01137, P01584	303	151	6879	3.3077175267195593	5.657295824615938E-4	5.657295824615938E-4	0.002940536329143484
GAD_DISEASE	ovarian cancer	36	5.106382978723404	2.339475978060536E-6	P24385, P09341, P01033, P21589, P98066, O00469, P41221, P05231, P09038, P15514, P00750, Q00653, P27487, Q03169, P05120, P38936, P11047, P30281, P05161, P08476, P08574, P22692, P35354, O00592, P24941, P05106, P04637, O14684, P03372, P01583, P24593, P00749, P60484, P10145, P03956, P01584	523	370	12971	2.4130845951113638	0.006738288716726215	0.0022511601582153595	0.004195022841646523
BIOGRID_INTERACTION	4695:NDUFA2~NADH:ubiquinone oxidoreductase subunit A2	11	1.5602836879432624	2.9303276208944583E-6	Q8N4V1, P21589, P51970, P54709, Q7L2E3, Q9Y3E0, Q9NZ45, P0C7P0, Q9C002, O43920, P05026	669	39	16152	6.8097044958031505	0.05327850553799118	0.02700385691308682	0.0063497355959674096
REACTOME_PATHWAY	R-HSA-1650814:R-HSA-1650814	14	1.9858156028368796	3.4054950328781424E-6	Q02388, P27658, P25940, P05997, P12110, P20908, P12111, P08572, O00469, P39060, Q99715, P02462, P12109, Q7Z4N8	383	67	9075	4.951093098476287	0.002173749009615533	3.108252597273653E-4	0.0050728745177974766
