Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0030574~collagen catabolic process	8	6.015037593984962	4.1875583267806305E-7	MMP1_HUMAN, CO5A1_HUMAN, CATB_HUMAN, CO7A1_HUMAN, CO4A2_HUMAN, CATL1_HUMAN, MMP3_HUMAN, CATS_HUMAN	124	64	16792	16.92741935483871	4.6596674311560893E-4	1.5534637895298076E-4	6.706453846705429E-4
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	10	7.518796992481203	4.802319349116546E-7	MMP1_HUMAN, VGFR1_HUMAN, ICAM1_HUMAN, IL1B_HUMAN, IL8_HUMAN, CCL20_HUMAN, CATL1_HUMAN, MMP3_HUMAN, CXCL5_HUMAN, IL1A_HUMAN	78	88	6879	10.021853146853147	8.403707747139944E-5	8.403707747139944E-5	5.887395922332672E-4
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	52	39.097744360902254	1.830737464707675E-6	IL18R_HUMAN, ANGL4_HUMAN, CATL1_HUMAN, INHBA_HUMAN, TF_HUMAN, GDN_HUMAN, CD82_HUMAN, DHI1_HUMAN, TSG6_HUMAN, T132A_HUMAN, PLPL2_HUMAN, MMP1_HUMAN, PAI2_HUMAN, AGAL_HUMAN, STC1_HUMAN, CHST2_HUMAN, IL1A_HUMAN, CATB_HUMAN, VGFR1_HUMAN, TR11B_HUMAN, IDS_HUMAN, PAPP1_HUMAN, PGH2_HUMAN, CADH6_HUMAN, AT1B1_HUMAN, SEM7A_HUMAN, LRC8C_HUMAN, UROK_HUMAN, APCDL_HUMAN, UT1_HUMAN, CO4A2_HUMAN, FLRT3_HUMAN, G8JLL2_HUMAN, CO7A1_HUMAN, IL1AP_HUMAN, GDF15_HUMAN, MMP3_HUMAN, CSPG2_HUMAN, ITA1_HUMAN, EDEM1_HUMAN, ICAM1_HUMAN, TFPI2_HUMAN, PTX3_HUMAN, S6A15_HUMAN, S23A2_HUMAN, CATZ_HUMAN, G5E9Z6_HUMAN, CDCP1_HUMAN, TIMP1_HUMAN, ERO1B_HUMAN, CATS_HUMAN, TENA_HUMAN	131	4234	20063	1.8809492043688498	9.570183360712026E-4	3.191079310638223E-4	0.0026529721223855773
GOTERM_BP_DIRECT	GO:0007165~signal transduction	24	18.045112781954884	1.0469630340943268E-5	S20A1_HUMAN, ESR1_HUMAN, IL18R_HUMAN, UROK_HUMAN, FGF2_HUMAN, NR4A2_HUMAN, IBP5_HUMAN, IP3KA_HUMAN, PTGES_HUMAN, HMGA2_HUMAN, TR11B_HUMAN, RAC2_HUMAN, ICOSL_HUMAN, GROA_HUMAN, GDF15_HUMAN, RASH_HUMAN, RHG06_HUMAN, IL1B_HUMAN, IL8_HUMAN, NAMPT_HUMAN, CCL20_HUMAN, E7EU35_HUMAN, TSG6_HUMAN, CXCL5_HUMAN	124	1161	16792	2.7993665082937396	0.011585129115482484	0.0029089506722693725	0.016766045801064333
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	8	6.015037593984962	2.1703363129268956E-5	VGFR1_HUMAN, ANGL4_HUMAN, FGF2_HUMAN, IL1B_HUMAN, IL8_HUMAN, HGF_HUMAN, TF_HUMAN, IL1A_HUMAN	124	115	16792	9.42047685834502	0.023866681719021177	0.004819569482499397	0.034752792746517436
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	8	6.015037593984962	3.180899283979868E-5	RAC2_HUMAN, UROK_HUMAN, FGF2_HUMAN, GROA_HUMAN, RASH_HUMAN, IL8_HUMAN, CCL20_HUMAN, CXCL5_HUMAN	124	122	16792	8.879957694341618	0.034784582626083416	0.005883287304116136	0.05093069984689613
INTERPRO	IPR025661:Cysteine peptidase, asparagine active site	4	3.007518796992481	3.887763209802849E-5	CATZ_HUMAN, CATB_HUMAN, CATL1_HUMAN, CATS_HUMAN	131	10	18559	56.66870229007633	0.01416705759311676	0.01416705759311676	0.05353362562906527
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	11	8.270676691729323	5.256928857097172E-5	CSPG2_HUMAN, MMP1_HUMAN, CO5A1_HUMAN, GDN_HUMAN, CO7A1_HUMAN, TFPI2_HUMAN, CO4A2_HUMAN, NEST_HUMAN, BGH3_HUMAN, TF_HUMAN, TENA_HUMAN	131	296	18224	5.169795749948421	0.009366013090794434	0.00313180231020882	0.06467266547025563
GOTERM_MF_DIRECT	GO:0043394~proteoglycan binding	4	3.007518796992481	5.544794705042993E-5	CO5A1_HUMAN, CATB_HUMAN, CATL1_HUMAN, CATS_HUMAN	121	11	16881	50.73178061607814	0.01742390370408997	0.01742390370408997	0.07469190612395815
UP_KEYWORDS	Inflammatory response	8	6.015037593984962	5.688709956365449E-5	GROA_HUMAN, IL1AP_HUMAN, IL1B_HUMAN, IL8_HUMAN, CCL20_HUMAN, CHST2_HUMAN, IL1A_HUMAN, SEM7A_HUMAN	133	152	20581	8.144440047487139	0.01339214259896404	0.0026928928603142666	0.07325587446730397
UP_KEYWORDS	Zymogen	9	6.7669172932330826	7.322042357538352E-5	MMP1_HUMAN, CATZ_HUMAN, CATB_HUMAN, IDS_HUMAN, UROK_HUMAN, PAPP1_HUMAN, CATL1_HUMAN, MMP3_HUMAN, CATS_HUMAN	133	214	20581	6.507940411777106	0.017204164497156227	0.0028881339142288187	0.09427982430531001
INTERPRO	IPR000668:Peptidase C1A, papain C-terminal	4	3.007518796992481	9.124221009183278E-5	CATZ_HUMAN, CATB_HUMAN, CATL1_HUMAN, CATS_HUMAN	131	13	18559	43.59130945390487	0.032932922038822476	0.0166043126181723	0.12559646620159404
SMART	SM00645:Pept_C1	4	3.007518796992481	1.0373923560344293E-4	CATZ_HUMAN, CATB_HUMAN, CATL1_HUMAN, CATS_HUMAN	75	13	10057	41.25948717948718	0.008985171573199446	0.008985171573199446	0.11206010504620778
INTERPRO	IPR013128:Peptidase C1A, papain	4	3.007518796992481	1.1553216558526753E-4	CATZ_HUMAN, CATB_HUMAN, CATL1_HUMAN, CATS_HUMAN	131	14	18559	40.47764449291167	0.04151633055530468	0.014034831846005735	0.1590073412817028
GOTERM_CC_DIRECT	GO:0005578~proteinaceous extracellular matrix	10	7.518796992481203	1.3153641959358863E-4	CSPG2_HUMAN, MMP1_HUMAN, CO5A1_HUMAN, TR11B_HUMAN, ANGL4_HUMAN, TFPI2_HUMAN, TIMP1_HUMAN, FLRT3_HUMAN, BGH3_HUMAN, MMP3_HUMAN	131	268	18224	5.190839694656489	0.023271510444997867	0.005869349610432395	0.16174871122472956
UP_SEQ_FEATURE	propeptide:Activation peptide	6	4.511278195488721	1.351475018424667E-4	MMP1_HUMAN, CATZ_HUMAN, CATB_HUMAN, CATL1_HUMAN, MMP3_HUMAN, CATS_HUMAN	131	76	20063	12.09100040176778	0.0682464402691586	0.017516500751622033	0.19566994044054598
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	12	9.022556390977442	1.5836441267596908E-4	PTGES_HUMAN, C9JLA2_HUMAN, ITA1_HUMAN, GDN_HUMAN, FGF2_HUMAN, GROA_HUMAN, RASH_HUMAN, IL1B_HUMAN, IL8_HUMAN, PGH2_HUMAN, INHBA_HUMAN, IL1A_HUMAN	124	396	16792	4.103616813294233	0.1616113887398014	0.02486751545362087	0.2533230777568729
KEGG_PATHWAY	hsa04668:TNF signaling pathway	8	6.015037593984962	1.7784147255054628E-4	IL18R_HUMAN, ICAM1_HUMAN, CEBPB_HUMAN, GROA_HUMAN, IL1B_HUMAN, PGH2_HUMAN, CCL20_HUMAN, MMP3_HUMAN	78	107	6879	6.593817397555715	0.030645628455875262	0.015442042567262226	0.21780691060339086
GOTERM_CC_DIRECT	GO:0005764~lysosome	9	6.7669172932330826	2.1941788257646847E-4	G8JLL2_HUMAN, CATZ_HUMAN, CATB_HUMAN, SYUA_HUMAN, IL1B_HUMAN, AGAL_HUMAN, CATL1_HUMAN, CYTC_HUMAN, CATS_HUMAN	131	226	18224	5.539958116597988	0.03851864961622509	0.007825244211984939	0.26968148024769656
UP_KEYWORDS	Cytokine	8	6.015037593984962	2.282619179743161E-4	GROA_HUMAN, IL1B_HUMAN, GDF15_HUMAN, IL8_HUMAN, NAMPT_HUMAN, CCL20_HUMAN, CXCL5_HUMAN, IL1A_HUMAN	133	190	20581	6.5155520379897105	0.05266665792426539	0.007699385246028201	0.2936432671504119
GOTERM_CC_DIRECT	GO:0005604~basement membrane	6	4.511278195488721	2.525789955430456E-4	CO5A1_HUMAN, CO7A1_HUMAN, TIMP1_HUMAN, BGH3_HUMAN, CYTC_HUMAN, TENA_HUMAN	131	79	18224	10.565658517731183	0.04421028251859993	0.007507899010477881	0.31038086983761204
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	8	6.015037593984962	2.6284390756275543E-4	TR11B_HUMAN, FGF2_HUMAN, IL1B_HUMAN, GDF15_HUMAN, NAMPT_HUMAN, TIMP1_HUMAN, INHBA_HUMAN, IL1A_HUMAN	121	176	16881	6.3414725770097675	0.07995479188723931	0.04081012926909999	0.353609791581333
UP_KEYWORDS	Extracellular matrix	9	6.7669172932330826	2.644148353962123E-4	CSPG2_HUMAN, MMP1_HUMAN, CO5A1_HUMAN, ANGL4_HUMAN, CO7A1_HUMAN, CO4A2_HUMAN, BGH3_HUMAN, MMP3_HUMAN, TENA_HUMAN	133	258	20581	5.398059101241475	0.06075094664459846	0.007803716957786588	0.34007848398546203
GOTERM_BP_DIRECT	GO:0006955~immune response	12	9.022556390977442	2.685807041614568E-4	TR11B_HUMAN, IL18R_HUMAN, CEBPB_HUMAN, GROA_HUMAN, IL1AP_HUMAN, IL1B_HUMAN, IL8_HUMAN, CCL20_HUMAN, CATS_HUMAN, CXCL5_HUMAN, IL1A_HUMAN, SEM7A_HUMAN	124	421	16792	3.859934104666309	0.2584186952399973	0.03668162013663179	0.4292721842743652
GOTERM_BP_DIRECT	GO:0045429~positive regulation of nitric oxide biosynthetic process	5	3.7593984962406015	2.7124352563242653E-4	ESR1_HUMAN, ICAM1_HUMAN, PTX3_HUMAN, IL1B_HUMAN, PGH2_HUMAN	124	43	16792	15.746436609152287	0.2606138727566355	0.03299182807163681	0.43351950583607746
GOTERM_CC_DIRECT	GO:0036021~endolysosome lumen	3	2.2556390977443606	3.0015439486654003E-4	CATB_HUMAN, CATL1_HUMAN, CATS_HUMAN	131	4	18224	104.33587786259542	0.05231745560335699	0.007647139501781086	0.3687445914938081
GOTERM_CC_DIRECT	GO:0043202~lysosomal lumen	6	4.511278195488721	3.5529447897953147E-4	CSPG2_HUMAN, G8JLL2_HUMAN, IDS_HUMAN, AGAL_HUMAN, CATL1_HUMAN, CATS_HUMAN	131	85	18224	9.819847328244276	0.06162818041311524	0.007919599952474488	0.43634910800831594
GOTERM_BP_DIRECT	GO:0048598~embryonic morphogenesis	3	2.2556390977443606	7.831013222108624E-4	VGFR1_HUMAN, FGF2_HUMAN, FLRT3_HUMAN	124	6	16792	67.70967741935483	0.5818575948197316	0.08350010129186602	1.2468089607350685
GOTERM_MF_DIRECT	GO:0005518~collagen binding	5	3.7593984962406015	8.710564775483935E-4	ITA1_HUMAN, CATB_HUMAN, CATL1_HUMAN, BGH3_HUMAN, CATS_HUMAN	121	60	16881	11.62603305785124	0.24137313274151995	0.08796940697388533	1.167417958577488
GOTERM_BP_DIRECT	GO:0035987~endodermal cell differentiation	4	3.007518796992481	9.865646734928033E-4	HMGA2_HUMAN, CO7A1_HUMAN, CO4A2_HUMAN, INHBA_HUMAN	124	27	16792	20.062126642771805	0.6666587320302134	0.09504646619150536	1.568357992382663
UP_KEYWORDS	Protease inhibitor	6	4.511278195488721	0.0012308849482643935	PAI2_HUMAN, GDN_HUMAN, CO7A1_HUMAN, TFPI2_HUMAN, TIMP1_HUMAN, CYTC_HUMAN	133	124	20581	7.487630366238175	0.2531563479657988	0.031912950467816725	1.5740541509989048
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	7	5.263157894736842	0.001313638870280669	PTGES_HUMAN, TR11B_HUMAN, SYUA_HUMAN, GROA_HUMAN, PGH2_HUMAN, NFKB2_HUMAN, CXCL5_HUMAN	124	164	16792	5.7800944138473636	0.7684689356182781	0.11478090731372959	2.0832023499253727
GOTERM_BP_DIRECT	GO:0060326~cell chemotaxis	5	3.7593984962406015	0.0013146767677469696	DOCK4_HUMAN, GROA_HUMAN, CCL20_HUMAN, HGF_HUMAN, CXCL5_HUMAN	124	65	16792	10.416873449131513	0.7687365927632983	0.10651935781529931	2.0848320683754196
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	5	3.7593984962406015	0.0013916546430981745	ITA1_HUMAN, PREX1_HUMAN, IL1B_HUMAN, IL8_HUMAN, CCL20_HUMAN	124	66	16792	10.25904203323558	0.7877499872590216	0.10480490350727356	2.205632743549324
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	10	7.518796992481203	0.0014631113943976866	TR11B_HUMAN, IL18R_HUMAN, GROA_HUMAN, IL1AP_HUMAN, IL1B_HUMAN, IL8_HUMAN, CCL20_HUMAN, INHBA_HUMAN, CXCL5_HUMAN, IL1A_HUMAN	78	243	6879	3.629313073757518	0.22603760181824928	0.0818648367808078	1.7790029847832955
UP_KEYWORDS	Lysosome	8	6.015037593984962	0.0015610350010925817	G8JLL2_HUMAN, CATZ_HUMAN, CATB_HUMAN, IDS_HUMAN, IL1B_HUMAN, AGAL_HUMAN, CATL1_HUMAN, CATS_HUMAN	133	263	20581	4.707052803110438	0.30944134255820965	0.03634837645481681	1.992345242673399
UP_KEYWORDS	Growth factor	6	4.511278195488721	0.0015743006945435102	FGF2_HUMAN, GROA_HUMAN, GDF15_HUMAN, TIMP1_HUMAN, HGF_HUMAN, INHBA_HUMAN	133	131	20581	7.087527980255984	0.3116124266467999	0.03337605886829653	2.009118197869908
GOTERM_BP_DIRECT	GO:0044267~cellular protein metabolic process	6	4.511278195488721	0.001758758533426359	MMP1_HUMAN, SYUA_HUMAN, PAPP1_HUMAN, IBP5_HUMAN, BGH3_HUMAN, CYTC_HUMAN	124	118	16792	6.885729907053034	0.8590318995404334	0.1224442358786344	2.779805868720586
UP_KEYWORDS	Prostaglandin biosynthesis	3	2.2556390977443606	0.0017762677268156235	PTGES_HUMAN, THAS_HUMAN, PGH2_HUMAN	133	10	20581	46.42330827067669	0.3438394486975306	0.03450319031092164	2.2641556650256467
GOTERM_BP_DIRECT	GO:0010863~positive regulation of phospholipase C activity	3	2.2556390977443606	0.0018525592265970334	VGFR1_HUMAN, ESR1_HUMAN, FGF2_HUMAN	124	9	16792	45.13978494623656	0.8730307916364011	0.12101563369996593	2.926008136247382
KEGG_PATHWAY	hsa04510:Focal adhesion	9	6.7669172932330826	0.002016399574729924	CO5A1_HUMAN, ITA1_HUMAN, VGFR1_HUMAN, RAC2_HUMAN, RASH_HUMAN, CO4A2_HUMAN, PARVB_HUMAN, HGF_HUMAN, TENA_HUMAN	78	206	6879	3.8530619865571327	0.2975816890822891	0.0845197994088892	2.4441393533889855
UP_KEYWORDS	Prostaglandin metabolism	3	2.2556390977443606	0.0021618870804695016	PTGES_HUMAN, THAS_HUMAN, PGH2_HUMAN	133	11	20581	42.203007518796994	0.4012564349672303	0.03868729647082403	2.7494036980224124
KEGG_PATHWAY	hsa04142:Lysosome	7	5.263157894736842	0.0022411294835755374	G8JLL2_HUMAN, CATZ_HUMAN, CATB_HUMAN, IDS_HUMAN, AGAL_HUMAN, CATL1_HUMAN, CATS_HUMAN	78	121	6879	5.102034329307057	0.3247267128705883	0.07552341903589022	2.7131154717647155
GOTERM_BP_DIRECT	GO:0019371~cyclooxygenase pathway	3	2.2556390977443606	0.002304617070146362	PTGES_HUMAN, THAS_HUMAN, PGH2_HUMAN	124	10	16792	40.6258064516129	0.9233111585492398	0.14020283180198234	3.62772121747007
GOTERM_MF_DIRECT	GO:0004252~serine-type endopeptidase activity	8	6.015037593984962	0.0023117324635749496	MMP1_HUMAN, CATB_HUMAN, UROK_HUMAN, HGF_HUMAN, CATL1_HUMAN, MMP3_HUMAN, TF_HUMAN, CATS_HUMAN	121	255	16881	4.376859504132232	0.5198551931306822	0.16757894037743948	3.0706030093738512
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	5	3.7593984962406015	0.0023421472816542005	MMP1_HUMAN, TIMP1_HUMAN, CATL1_HUMAN, MMP3_HUMAN, CATS_HUMAN	124	76	16792	8.909168081494057	0.9264557097598111	0.1349713377040177	3.685763698454858
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	7	5.263157894736842	0.0023520930223331466	VGFR1_HUMAN, UROK_HUMAN, RASH_HUMAN, HGF_HUMAN, TF_HUMAN, TSG6_HUMAN, SEM7A_HUMAN	124	184	16792	5.151823281907434	0.9272672211760927	0.12885376872422427	3.7011398242616456
